ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035290/d050s0371.jpg,Loricera pilicornis,Notiophilus aquaticus,Pterostichus nigrita,Pterostichus nigrita,Pterostichus minor
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035195/d161s0395.jpg,Amara familiaris,Amara anthobia,Amara anthobia,Ophonus azureus,Amara anthobia
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475140/d189s0208.jpg,Ophonus rufibarbis,Ophonus rufibarbis,Ophonus rufibarbis,Ophonus rufibarbis,Ophonus rufibarbis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8056040/d016s0007.jpg,Carabus nemoralis,Broscus cephalotes,Carabus nemoralis,Licinus punctatulus,Cychrus caraboides
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9444427/d169s0189.jpg,Amara fulva,Bembidion pallidipenne,Bembidion pallidipenne,Stenolophus skrimshiranus,Stenolophus teutonus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097892/d085s0170.jpg,Bembidion normannum,Bembidion clarkei,Bembidion lunulatum,Bembidion gilvipes,Bembidion gilvipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4988354/d133s0112.jpg,Calathus melanocephalus,Calathus melanocephalus,Calathus melanocephalus,Calathus melanocephalus,Calathus melanocephalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755080/d147s0104.jpg,Agonum gracile,Agonum gracile,Pterostichus diligens,Agonum fuliginosum,Pterostichus diligens
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036154/d090s0108.jpg,Bembidion guttula,Acupalpus meridianus,Bembidion varium,Acupalpus dorsalis,Acupalpus meridianus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755079/d145s0185.jpg,Agonum fuliginosum,Leistus ferrugineus,Agonum fuliginosum,Oxypselaphus obscurus,Calathus melanocephalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308790/d192s0017.jpg,Dicheirotrichus obsoletus,Dicheirotrichus obsoletus,Dicheirotrichus obsoletus,Dicheirotrichus obsoletus,Dicheirotrichus obsoletus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755339/d179s0096.jpg,Harpalus latus,Paranchus albipes,Harpalus latus,Harpalus latus,Synuchus vivalis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873357/d201s0060.jpg,Chlaenius vestitus,Chlaenius vestitus,Chlaenius vestitus,Chlaenius vestitus,Chlaenius vestitus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4472913/d165s0206.jpg,Amara similata,Amara communis,Amara ovata,Amara communis,Amara communis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5716406/d055s0228.jpg,Dyschirius salinus,Dyschirius salinus,Bembidion tibiale,Bembidion bruxellense,Dyschirius tristis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755986/d194s0234.jpg,Bradycellus ruficollis,Bembidion articulatum,Philorhizus notatus,Bembidion articulatum,Notiophilus quadripunctatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872111/d100s0234.jpg,Bembidion lunulatum,Dyschirius globosus,Bembidion doris,Asaphidion curtum,Pogonus littoralis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7508714/d124s0384.jpg,Pterostichus strenuus,Bembidion deletum,Pterostichus diligens,Pterostichus diligens,Pterostichus strenuus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872111/d100s0524.jpg,Bembidion lunulatum,Microlestes maurus,Bembidion iricolor,Microlestes maurus,Bembidion lampros
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5756374/d102s0413.jpg,Pogonus chalceus,Pogonus chalceus,Pogonus chalceus,Amara aenea,Pogonus chalceus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475677/d197s0380.jpg,Acupalpus dubius,Acupalpus dubius,Acupalpus dubius,Acupalpus dubius,Acupalpus dubius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036893/d051s0665.jpg,Clivina fossor,Pterostichus strenuus,Pterostichus strenuus,Pterostichus diligens,Clivina fossor
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7508714/d124s0374.jpg,Pterostichus strenuus,Pterostichus minor,Pterostichus strenuus,Pterostichus minor,Pterostichus strenuus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9346940/d040s0103.jpg,Notiophilus aquaticus,Bembidion clarkei,Notiophilus aquaticus,Syntomus foveatus,Notiophilus germinyi
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9252314/d144s0002.jpg,Platynus livens,Platynus livens,Platynus livens,Nebria brevicollis,Leistus fulvibarbis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097878/d076s0683.jpg,Bembidion deletum,Agonum thoreyi,Bembidion lunulatum,Agonum fuliginosum,Bembidion monticola
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873211/d182s0133.jpg,Harpalus rufipalpis,Pterostichus anthracinus,Harpalus serripes,Anisodactylus binotatus,Harpalus laevipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9479706/d066s0160.jpg,Bembidion laterale,Bembidion laterale,Bembidion laterale,Acupalpus dubius,Bembidion laterale
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036255/d075s0105.jpg,Bembidion bruxellense,Oxypselaphus obscurus,Oxypselaphus obscurus,Pterostichus diligens,Pterostichus diligens
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4472884/d162s0124.jpg,Amara lucida,Amara familiaris,Amara lucida,Amara familiaris,Amara familiaris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7727698/d004s0074.jpg,Cicindela maritima,Cicindela maritima,Cicindela maritima,Cicindela maritima,Cicindela maritima
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873524/d053s0301.jpg,Dyschirius globosus,Dyschirius globosus,Dyschirius globosus,Dyschirius globosus,Dyschirius globosus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8417764/d120s0016.jpg,Pterostichus rhaeticus,Pterostichus nigrita,Pterostichus nigrita,Pterostichus nigrita,Pterostichus nigrita
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872954/d009s0058.jpg,Calosoma inquisitor,Carabus granulatus,Calosoma inquisitor,Calosoma inquisitor,Calosoma inquisitor
