ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035290/d050s0371.jpg,Loricera pilicornis,Cicindela campestris,Dyschirius salinus,Abax parallelepipedus,Amara aenea
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035195/d161s0395.jpg,Amara familiaris,Ophonus rufibarbis,Amara bifrons,Agonum muelleri,Amara familiaris
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475140/d189s0208.jpg,Ophonus rufibarbis,Ophonus azureus,Ophonus rufibarbis,Ophonus rufibarbis,Ophonus rufibarbis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8056040/d016s0007.jpg,Carabus nemoralis,Cychrus caraboides,Calosoma inquisitor,Anchomenus dorsalis,Carabus violaceus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/9444427/d169s0189.jpg,Amara fulva,Badister bullatus,Stenolophus skrimshiranus,Dicheirotrichus gustavii,Pogonus luridipennis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097892/d085s0170.jpg,Bembidion normannum,Bembidion assimile,Bembidion normannum,Bembidion guttula,Bembidion assimile
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4988354/d133s0112.jpg,Calathus melanocephalus,Bembidion stephensii,Calathus melanocephalus,Calathus melanocephalus,Calathus melanocephalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755080/d147s0104.jpg,Agonum gracile,Platyderus depressus,Pterostichus diligens,Platynus assimilis,Agonum micans
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036154/d090s0108.jpg,Bembidion guttula,Trechus quadristriatus,Syntomus obscuroguttatus,Bembidion guttula,Bembidion guttula
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755079/d145s0185.jpg,Agonum fuliginosum,Bembidion prasinum,Agonum fuliginosum,Agonum thoreyi,Agonum fuliginosum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308790/d192s0017.jpg,Dicheirotrichus obsoletus,Loricera pilicornis,Anisodactylus binotatus,Harpalus anxius,Calathus mollis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755339/d179s0096.jpg,Harpalus latus,Patrobus atrorufus,Harpalus latus,Ophonus azureus,Harpalus latus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873357/d201s0060.jpg,Chlaenius vestitus,Agonum viduum,Chlaenius vestitus,Chlaenius nigricornis,Chlaenius vestitus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4472913/d165s0206.jpg,Amara similata,Ophonus rufibarbis,Amara ovata,Amara similata,Amara lunicollis
