ImageFilePath,Genus,ScientificName,Length,Width,Embedding,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000008916.jpg/5e898cb6-c146-4bd6-9d0c-8d7a3bedd8c8_7fba9b0b-f16a-411d-b3d4-01ab538ee2e2.png,Pterostichus,Pterostichus melanarius,0.978987211652579,0.531728702004419,[[ 2.6646626 -1.7117445 -3.8813708 ...  1.614456  -2.2600834  2.5468345]],Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051184.jpg/0e8dd76a-59ac-4c9a-a360-aee06500b51e_ff2cdc25-e319-4237-98ce-e88a5dc5d196.png,Euryderus,Euryderus grossus,0.870635136073778,0.600092328999546,"[[ 2.6343825  -1.9188654  -0.36238176 ...  3.8924046  -2.8119724
  -0.76155895]]",Euryderus grossus,Euryderus grossus,Euryderus grossus,Euryderus grossus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051166.jpg/46535276-b912-4ac2-b4b8-8611c916db7b_fe71d356-8979-45a1-aeb7-ca476c887807.png,Selenophorus,Selenophorus planipennis,0.318386342379347,0.199862966753353,"[[ 1.7005166  -1.8883458   0.84857893 ...  3.4133782  -2.409298
   3.318     ]]",Amara quenseli,Amara quenseli,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033571.jpg/1130806e-3b99-46b1-9ca2-5b7efb188405_17e85760-356a-4756-9e04-776dbcb150f8.png,Synuchus,Synuchus impunctatus,0.538520380223443,0.220723867353505,"[[ 1.8472723  -2.7120044   0.9788871  ...  0.93907464 -4.6448393
   5.524738  ]]",Calathus advena,Synuchus impunctatus,Calathus advena,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000059781.jpg/4dad787b-4718-4be2-a540-222dc97e8c5a_e4580df6-ad4d-4831-8d1b-4aad0e4ed1b2.png,Omus,Omus dejeanii,1.07357987887552,0.63368396187324,[[ 1.2361803 -0.5123314 -1.47222   ... -1.0770696 -4.663395   5.6650877]],Carabus taedatus,Omus dejeanii,Carabus goryi,Omus dejeanii
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051556.jpg/55593060-6faa-41b3-8ca5-dc4641cbdf5e_7af8b7b1-6b59-4610-b296-6f181da97d02.png,Pterostichus,Pterostichus restrictus,0.581493276596577,0.302311624394713,[[ 2.1327703 -1.7445909 -1.8827386 ...  1.5110444 -4.5275373  5.4049873]],Pterostichus restrictus,Pterostichus restrictus,Calathus advena,Pterostichus restrictus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000012430.jpg/79b7155e-6d7f-4d81-be72-ac19bbf170f0_c0b173fb-16b5-4543-86ec-9740967b9ed2.png,Carabus,Carabus goryi,1.40731398357686,0.651222579185439,"[[ 0.75811636 -1.6096206  -5.8222356  ... -1.1436313  -4.5644765
   7.336743  ]]",Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046105.jpg/d3317d16-79d1-4e1c-9f9a-f9e836b206a9_9908683f-b276-466d-a97d-06a3536f1ea2.png,Carabus,Carabus goryi,1.47678168400743,0.762973059606306,[[ 2.0652504 -1.7214166 -3.6208353 ... -1.0372988 -4.6036167  4.9267216]],Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000069273.jpg/cc696828-b9a1-42aa-bed0-3df71110353b_6e6418dc-57e4-43ab-bf4b-4356ea638b70.png,Pterostichus,Pterostichus trinarius,0.708210314263699,0.387889343035678,[[ 2.1546884 -1.3252848 -2.2433555 ...  1.9735037 -5.0739865  3.6404076]],Pterostichus melanarius,Pterostichus melanarius,Calathus advena,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040689.jpg/381e6c5c-e7c6-4346-903a-e5a1737359e3_3ee0d7a5-dc6c-4a40-8db4-b6f34d1e2104.png,Synuchus,Synuchus impunctatus,0.595611608121284,0.337078651685393,[[ 2.008446  -1.5444437 -2.362366  ...  0.4112419 -2.81393    5.5824857]],Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046110.jpg/d6aca355-971e-40d6-9858-90d568362299_37da765c-787e-4994-a715-1ae49dd138db.png,Pterostichus,Pterostichus lachrymosus,0.853520080765416,0.432654624486502,[[ 1.3351601 -1.8964432 -3.5483544 ...  1.1820693 -4.890831   6.03001  ]],Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050022.jpg/e61f6517-5870-441a-bb77-4c38a25548c2_fabfb254-6e96-433b-9194-ebb236b6681b.png,Cyclotrachelus,Cyclotrachelus torvus,1.00968806260895,0.572608011732332,[[ 2.0500255 -1.2156501 -2.2266574 ...  1.2532256 -2.5569396  2.6026173]],Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050026.jpg/79430b30-2e4d-4890-a9db-6e67c68804af_402b550b-61bb-46e4-8d0a-ef2e1b60a469.png,Cyclotrachelus,Cyclotrachelus torvus,0.904840222174279,0.523944787730128,[[ 2.0225146 -1.9032888 -2.5243824 ...  0.4803571 -2.8795137  4.975038 ]],Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046110.jpg/cf08a645-85b0-4043-b3be-d1d32465b9c3_0f82fb6b-cc64-4df4-8b1d-251f111ddca3.png,Pterostichus,Pterostichus lachrymosus,0.78817964344886,0.426718532816556,"[[ 2.2699568  -2.2701168  -0.80089384 ...  1.8471925  -4.0683565
   5.661393  ]]",Pterostichus melanarius,Pterostichus lachrymosus,Pterostichus melanarius,Pterostichus lachrymosus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051609.jpg/8641b474-7266-48dd-afb8-8e3391d3770a_964d73d4-f3a1-4806-b405-4553c16388f9.png,Amara,Amara quenseli,0.423669607205828,0.269198305370286,[[ 1.2189127 -2.7000084  0.9306843 ...  3.2407467 -2.5169384  2.5276053]],Amara quenseli,Amara quenseli,Harpalus desertus,Amara quenseli
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046119.jpg/b1532ff5-322d-4688-afaf-269ae3d26645_90dd6b5f-6e22-4983-8915-c5d991e3e5df.png,Carabus,Carabus goryi,1.25748317703278,0.598014061577039,[[ 1.6481322 -1.9176431 -3.1151001 ... -1.2940782 -3.5643697  6.124937 ]],Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000049812.jpg/86633963-eaa2-4964-9ca4-9700caade649_0794db2e-9dfb-4c29-903d-a5c66cb00a90.png,Cyclotrachelus,Cyclotrachelus torvus,0.92169057362735,0.538466290445322,[[ 1.2595043 -1.7546962 -3.3639839 ...  0.1877385 -6.3711286  5.4533796]],Pterostichus lachrymosus,Cyclotrachelus torvus,Pterostichus lachrymosus,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046228.jpg/35d26b49-b683-451e-b968-30c7ff3274fc_cd0772f8-215f-4b31-8044-4d48c8270696.png,Carabus,Carabus goryi,1.20953651448052,0.572018585598578,"[[ 1.0864223  -1.4583998  -1.9659832  ... -0.07411944 -2.681783
   6.5087314 ]]",Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/MLBS_009.W.20180522.CARABID.CARGOR(20).jpg/3f7c0503-420e-4b37-b7e7-32401b7c0f32_4f193629-8ed0-4476-8506-a6f23ed536a1.png,Carabus,Carabus goryi,1.38223462637798,0.6670917012439,[[ 2.2639823 -1.7128692 -4.431366  ... -0.7164828 -2.8900418  4.6383824]],Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000008978.jpg/e1755eaa-8c5d-438a-8a3f-2e2a1f725e14_e47edce2-9f87-46f1-805b-ad13a528e1a2.png,Carabus,Carabus nemoralis,1.54059980919654,0.837837837837838,"[[ 2.0013444  -0.8554797  -2.2645917  ... -0.70185345 -3.3925905
   5.1009855 ]]",Calosoma affine,Calosoma affine,Calosoma affine,Carabus nemoralis
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000032880.jpg/d21dbdee-45e2-4c00-bb43-285b71b98a4e_f24b89a3-d0ce-4652-a04e-7013e4d93d59.png,Carabus,Carabus goryi,1.2268735285433,0.825748278421233,"[[ 1.592331   -2.0610967  -5.040499   ... -0.03785725 -6.983256
   4.9397182 ]]",Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033601.jpg/ddbf7963-65c2-421c-89bc-e896b591416d_528ef885-5892-41be-a658-3d39f0021a57.png,Synuchus,Synuchus impunctatus,0.595177903206451,0.323067106697948,"[[ 2.061331   -1.4016732  -1.7503204  ...  0.36700186 -3.7724247
   5.478098  ]]",Pterostichus restrictus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051537.jpg/4138b4d6-c128-4365-8464-7ad5af4b0519_5c84bc54-a5dc-4af8-9901-80a5bca0364f.png,Cratacanthus,Cratacanthus dubius,0.51452879840983,0.34674372939223,"[[ 2.0875854  -1.9504876  -0.52875644 ...  4.0773354  -0.4695803
   2.2675953 ]]",Cratacanthus dubius,Cratacanthus dubius,Cratacanthus dubius,Cratacanthus dubius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051531.jpg/7a9a9e71-1806-4b2b-840b-14180e57d9e3_d62b48a1-5611-43aa-9280-d75726dcb2e6.png,Cratacanthus,Cratacanthus dubius,0.521279617519822,0.3642607071866,"[[ 2.3016608  -1.0576519  -0.12707105 ...  0.23484436 -4.413212
  -0.28474084]]",Harpalus pensylvanicus,Cratacanthus dubius,Cratacanthus dubius,Cratacanthus dubius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000059776.jpg/97cab38f-67ba-4957-8cbd-6cd41867427c_41301a59-b8b5-4bc9-a3bd-2f67889fadf3.png,Scaphinotus,Scaphinotus angusticollis,1.17724082232873,0.608228737015764,"[[ 1.243584   -1.2971352  -2.153359   ... -0.01474316 -5.0916824
   7.4140396 ]]",Carabus goryi,Scaphinotus angusticollis,Carabus goryi,Scaphinotus angusticollis
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000033688.jpg/a855f156-d29f-4a0d-b05b-1f15f8793dab_956ccb04-dccd-4f5b-a006-0a2af809242d.png,Synuchus,Synuchus impunctatus,0.524674987773154,0.234381095262809,[[ 1.5432287 -1.008556  -2.9088962 ...  1.5909196 -5.4524126  2.9848518]],Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000008918.jpg/8ee04665-30c8-4958-acd4-dc017d28002b_eca6a321-9f75-49ea-8728-35e694e9e663.png,Pterostichus,Pterostichus melanarius,0.950265082623157,0.501040355940596,"[[ 2.2646344  -1.5556254  -2.934192   ...  0.10430521 -2.9919655
   3.2199738 ]]",Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040677.jpg/0a27aa20-ea0b-4a3a-b2a9-b5e0773d5ec6_82b67463-9dc9-4182-98fa-3b4c8d599de5.png,Pterostichus,Pterostichus melanarius,0.944799241695081,0.522211486964307,[[ 2.1788735 -1.4265924 -1.338124  ...  1.712965  -3.4917755  3.930012 ]],Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius,Pterostichus melanarius
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/CPER_006.E.20180524.AXIBIP.01(11).jpg/12bd4739-2368-4c99-9f35-2e831f8c877d_df5d959a-cb38-4a6c-a798-f5e43305ea5d.png,Axinopalpus,Axinopalpus biplagiatus,0.16454235190182,0.10250631740368,"[[ 2.0599132  -2.347075    0.21060278 ...  2.4307206  -3.0481544
   7.6657615 ]]",Amara quenseli,Syntomus americanus,Syntomus americanus,Syntomus americanus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046298.jpg/3aca9280-aa27-4c85-b786-8b55782e178f_83d5f084-bf25-4781-9ce7-cc42f5084609.png,Carabus,Carabus goryi,1.35079900122164,0.586000672035803,[[ 1.1749825 -1.1084237 -2.470334  ... -0.5939767 -5.3200054  4.718467 ]],Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046185.jpg/353f99a5-5b5f-493b-9af2-a1cf0e11dc18_de6e73c2-4a57-4f6b-8a68-f97967953d6f.png,Pterostichus,Pterostichus acutipes,0.819562011965053,0.417976626102177,[[ 1.5934513 -1.4331248 -2.2874641 ...  1.0088992 -4.516056   3.6720762]],Pterostichus restrictus,Pterostichus tristis,Pterostichus restrictus,Pterostichus tristis
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000034550.jpg/0b19b8e8-c5cb-44b7-aa67-6cf0acbc3afc_6d2cc9cb-1326-4de9-a431-faae30181335.png,Anisodactylus,Anisodactylus ovularis,0.761230610768654,0.500055688589581,"[[ 2.1764753  -0.9104215  -3.1173043  ...  4.469419   -0.78263074
  -1.2946458 ]]",Harpalus pensylvanicus,Anisodactylus dulcicollis,Anisodactylus dulcicollis,Anisodactylus dulcicollis
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040688.jpg/c6c53cbc-fde6-4c21-b7ef-e452145d1193_354a1774-a6d7-41da-a0af-629af0acae83.png,Synuchus,Synuchus impunctatus,0.590354278540489,0.365175280095846,[[ 1.6642085 -1.2219396 -2.2762194 ...  0.8935551 -5.2133756  2.646239 ]],Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051584.jpg/31403efc-92da-445a-b848-2e46b5b4d14b_ffa51d95-26a6-41e4-a4b1-4d9180a9eca4.png,Pterostichus,Pterostichus restrictus,0.600229302420876,0.31315238873348,"[[ 0.74773324 -1.7056854  -3.5087063  ...  1.3319474  -3.6127102
   5.360946  ]]",Pterostichus restrictus,Pterostichus restrictus,Pterostichus restrictus,Pterostichus restrictus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000049812.jpg/f5558c9f-db75-4d16-a2ef-d78d8b6af1fd_83dea7d4-4e4e-46fc-8c71-a8a43e897da8.png,Cyclotrachelus,Cyclotrachelus torvus,0.928235757564651,0.582631495423531,[[ 2.9786882 -2.6608186 -4.4387155 ...  1.5082623 -7.777109   5.136324 ]],Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus,Cyclotrachelus torvus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051186.jpg/40a56de3-e2b4-4b3d-816f-1da1990057ae_d0568014-aa32-4288-a6b8-f98aeb694fba.png,Pasimachus,Pasimachus elongatus,1.34047005963408,0.77447256499183,[[ 2.1610901 -1.694924  -3.3415027 ...  3.333578  -2.8414888  4.1283097]],Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046070.jpg/3ba5b31a-ef83-49f3-8849-12088faeb4cf_98e4c2e5-8414-4dfc-8ef0-c267255ab8ca.png,Carabus,Carabus goryi,1.33657893882501,0.593567961231191,"[[ 1.9362159  -2.011223   -3.7281895  ... -0.09087951 -2.5317557
   5.111061  ]]",Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/CPER_004.E.20180621.EURGRO.01(15).jpg/221f1bab-3b60-438e-9d26-41711a1fd56c_40dcc869-e0c0-4d4b-862c-fc3dfc71bea0.png,Euryderus,Euryderus grossus,0.713489830661246,0.525125964601034,"[[ 2.6803489  -1.2971028   0.3955048  ...  3.7901752  -3.0380435
   0.58755344]]",Harpalus pensylvanicus,Euryderus grossus,Euryderus grossus,Euryderus grossus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000044094.jpg/ce41b466-b037-4614-b6ed-599ee92451ad_c34a2189-4ad5-4d85-92a6-b83df6c8b4c3.png,Carabus,Carabus goryi,1.22227272622928,0.533333333333333,[[ 1.0367161 -1.3322216 -5.7112765 ... -1.5167242 -2.4665885  6.08738  ]],Carabus goryi,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000032878.jpg/3019d48f-c837-4797-b12c-73675829dd55_62039b81-a4c7-4171-8736-e06a1c39c03c.png,Cymindis,Cymindis neglecta,0.443533964400586,0.193542093556619,"[[ 1.23594    -1.0582036  -0.5328059  ...  0.08529907 -0.5791523
   3.8038278 ]]",Cymindis neglecta,Cymindis neglecta,Cymindis neglecta,Cymindis neglecta
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051523.jpg/985839f5-d7ff-49d1-8cb1-b6d5231c3a01_6f3e81a0-5217-42f2-845f-127dc8719f2e.png,Pasimachus,Pasimachus elongatus,1.33285331190144,0.883325305356137,"[[ 2.2938626  -0.96753824 -2.328965   ...  1.0860846  -0.9741259
   2.5896976 ]]",Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus,Pasimachus elongatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000012427.jpg/3fbdf338-b403-495f-b18e-40382b3d83b4_29bbad20-8249-4d79-9471-3e67ab52df4c.png,Carabus,Carabus goryi,1.36944070261483,0.660725939801366,"[[ 1.2257487  -1.1352161  -4.9879174  ... -0.54109293 -4.8059597
   5.0244875 ]]",Pterostichus lachrymosus,Carabus goryi,Carabus goryi,Carabus goryi
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000051587.jpg/cae9871d-4331-4cbf-aa72-60ca3f0a460c_cd1bb6f2-a877-4c32-9d08-5972393437ca.png,Calathus,Calathus advena,0.531392086167798,0.310329967714648,"[[ 2.662192   -1.6746039  -1.8376507  ...  0.88700044 -5.5647264
   4.0723243 ]]",Calathus advena,Calathus advena,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/MOAB_001.S.20180724.jpg/dc0d1993-4c77-4a12-bc6a-d5742cfed056_91940a96-5ab0-47a4-87c9-b8695659208c.png,,,0.72313070161652,0.353895594310026,"[[ 2.3743944   0.04209911  4.359555   ... -1.368949   -1.4536606
  10.03446   ]]",Calathus advena,,Calathus advena,Calathus advena
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000040699.jpg/97973af7-e138-4bf8-99ef-a733c3b0cb06_78840110-85c2-4347-afca-b63f6b2642a1.png,Synuchus,Synuchus impunctatus,0.584333915465896,0.285313146704493,"[[ 2.5549655  -1.4339391  -0.94464195 ...  0.9790791  -3.297463
   3.9571896 ]]",Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus,Synuchus impunctatus
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000050019.jpg/a3cf203e-a83f-47ef-b3aa-55b2c00f367d_ab093340-1c05-40a7-b7cd-dcb54eb0ff40.png,Carabus,Carabus maeander,1.0491515789052,0.577319055161587,[[ 2.0431364 -1.4144857 -1.6091803 ...  2.6003242 -2.7640157  3.4986358]],Chlaenius aestivus,Carabus maeander,Carabus maeander,Carabus maeander
/fs/ess/PAS2136/Rayeed/BeetlePalooza/individual_images/A00000046177.jpg/02fd6281-20e6-4f43-94ed-abc0c19054d0_1ba96bcd-1bfa-4c14-a708-4c068894a8aa.png,Pterostichus,Pterostichus lachrymosus,0.911457928571339,0.429987079909256,[[ 1.9786763 -1.1031756 -1.4125779 ...  2.426755  -2.2431774  4.610507 ]],Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus,Pterostichus lachrymosus
