ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475677/d197s0480.jpg,Acupalpus dubius,Bembidion normannum,Acupalpus dubius,Bembidion normannum,Trechus quadristriatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035931/d080s0624.jpg,Bembidion tetracolum,Bembidion tetracolum,Bembidion tetracolum,Stenolophus mixtus,Clivina fossor
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7873810/d123s0257.jpg,Pterostichus diligens,Paranchus albipes,Amara infima,Pogonus chalceus,Bembidion lampros
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4474169/d140s0143.jpg,Paranchus albipes,Paranchus albipes,Paranchus albipes,Nebria brevicollis,Paranchus albipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5753697/d106s0015.jpg,Poecilus cupreus,Chlaenius nigricornis,Anisodactylus poeciloides,Poecilus versicolor,Poecilus lepidus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5757304/d208s0274.jpg,Demetrias imperialis,Demetrias monostigma,Demetrias imperialis,Philorhizus melanocephalus,Demetrias monostigma
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5753725/d107s0162.jpg,Poecilus lepidus,Poecilus versicolor,Harpalus affinis,Agonum marginatum,Poecilus versicolor
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8423772/d119s0200.jpg,Pterostichus anthracinus,Pterostichus minor,Pterostichus minor,Pterostichus nigrita,Pterostichus anthracinus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036216/d068s0081.jpg,Bembidion lampros,Bembidion obtusum,Bembidion lampros,Bembidion gilvipes,Bembidion obtusum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1037319/d060s0288.jpg,Trechus obtusus,Notiophilus biguttatus,Acupalpus meridianus,Acupalpus dorsalis,Acupalpus dorsalis
