ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755075/d155s0270.jpg,Agonum viduum,Pterostichus strenuus,Agonum emarginatum,Leistus spinibarbis,Agonum emarginatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5754974/d142s0023.jpg,Anchomenus dorsalis,Anchomenus dorsalis,Anchomenus dorsalis,Anchomenus dorsalis,Anchomenus dorsalis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872129/d076s0318.jpg,Bembidion decorum,Paranchus albipes,Bembidion tetracolum,Agonum emarginatum,Paranchus albipes
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1037319/d060s0205.jpg,Trechus obtusus,Dyschirius globosus,Acupalpus dubius,Acupalpus dubius,Acupalpus dubius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4988354/d133s0510.jpg,Calathus melanocephalus,Calathus melanocephalus,Calathus melanocephalus,Calathus melanocephalus,Calathus melanocephalus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4472913/d165s0252.jpg,Amara similata,Notiophilus palustris,Notiophilus aquaticus,Bembidion varium,Notiophilus aquaticus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035551/d049s0211.jpg,Elaphrus riparius,Bembidion lunulatum,Elaphrus riparius,Badister unipustulatus,Elaphrus riparius
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036154/d090s0160.jpg,Bembidion guttula,Dicheirotrichus placidus,Dicheirotrichus placidus,Dicheirotrichus placidus,Dicheirotrichus placidus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7508714/d124s0409.jpg,Pterostichus strenuus,Amara convexiusculus,Pterostichus strenuus,Ophonus azureus,Ophonus azureus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036796/d064s0406.jpg,Asaphidion flavipes,Bembidion guttula,Bembidion guttula,Badister sodalis,Bembidion guttula
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7708350/d121s0303.jpg,Pterostichus nigrita,Pterostichus anthracinus,Pterostichus nigrita,Pterostichus madidus,Pterostichus nigrita
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036192/d088s0052.jpg,Bembidion obtusum,Dyschirius globosus,Bembidion obtusum,Bembidion guttula,Bembidion obtusum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4308801/d078s0105.jpg,Bembidion maritimum,Bembidion dentellum,Bembidion femoratum,Bembidion femoratum,Bembidion bualei
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035864/d174s0010.jpg,Harpalus affinis,Pogonus chalceus,Pogonus chalceus,Amara aenea,Amara spreta
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7387665/d074s0350.jpg,Bembidion geniculatum,Bembidion tibiale,Bembidion deletum,Bembidion atrocaeruleum,Bembidion deletum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5753697/d106s0110.jpg,Poecilus cupreus,Harpalus affinis,Poecilus versicolor,Poecilus versicolor,Poecilus versicolor
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7873810/d123s0481.jpg,Pterostichus diligens,Amara aenea,Amara aenea,Bembidion bruxellense,Amara aenea
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4478699/d064s0443.jpg,Asaphidion curtum,Asaphidion curtum,Asaphidion curtum,Blemus discus,Asaphidion curtum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475140/d189s0341.jpg,Ophonus rufibarbis,Harpalus affinis,Ophonus rupicola,Ophonus rufibarbis,Ophonus rupicola
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755982/d195s0391.jpg,Bradycellus verbasci,Dicheirotrichus placidus,Bradycellus sharpi,Dicheirotrichus placidus,Ocys harpaloides
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4473297/d105s0159.jpg,Stomis pumicatus,Agonum fuliginosum,Stomis pumicatus,Agonum fuliginosum,Pogonus chalceus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4988363/d132s0007.jpg,Calathus fuscipes,Pterostichus nigrita,Pterostichus nigrita,Pterostichus nigrita,Platynus assimilis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036893/d051s0114.jpg,Clivina fossor,Clivina fossor,Clivina fossor,Bembidion monticola,Clivina fossor
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035208/d167s0120.jpg,Amara bifrons,Bembidion tetracolum,Calathus mollis,Dicheirotrichus placidus,Calathus mollis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4480200/d212s0055.jpg,Calodromius spilotus,Bembidion illigeri,Calodromius spilotus,Acupalpus dubius,Paradromius longiceps
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475902/d103s0211.jpg,Patrobus atrorufus,Dicheirotrichus gustavii,Dicheirotrichus gustavii,Bembidion atrocaeruleum,Ophonus rufibarbis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4473974/d139s0248.jpg,Olisthopus rotundatus,Agonum fuliginosum,Bembidion tetracolum,Agonum emarginatum,Bembidion tetracolum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/6097872/d078s0151.jpg,Bembidion monticola,Bembidion tetracolum,Bembidion tibiale,Amara aenea,Bembidion tetracolum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4474169/d140s0509.jpg,Paranchus albipes,Ophonus rufibarbis,Dicheirotrichus placidus,Ophonus rufibarbis,Bembidion deletum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5756021/d205s0069.jpg,Badister sodalis,Acupalpus dorsalis,Badister bullatus,Amara lucida,Badister bullatus
