ImageFilePath,ScientificName,Pred_NaiveBayes,Pred_LogisticRegression,Pred_NearestNeighbor,Pred_MLP_Baseline
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4475188/d188s0013.jpg,Ophonus cordatus,Bembidion iricolor,Ophonus cordatus,Pogonus littoralis,Ophonus cordatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5873271/d214s0028.jpg,Microlestes maurus,Elaphropus bistriatus,Bembidion lampros,Bembidion nigricorne,Dyschirius tristis
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/7642452/d116s0293.jpg,Pterostichus oblongopunctatus,Pelophila borealis,Amara aulica,Carabus arvensis,Amara aulica
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/8019310/d119s0249.jpg,Pterostichus gracilis,Agonum versutum,Agonum versutum,Agonum nigrum,Harpalus neglectus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4478842/d086s0109.jpg,Bembidion quadripustulatum,Bembidion quadripustulatum,Bembidion quadripustulatum,Bembidion doris,Bembidion semipunctatum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4480315/d213s0300.jpg,Philorhizus melanocephalus,Perileptus areolatus,Philorhizus notatus,Acupalpus flavicollis,Dyschirius globosus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/4474169/d141s0056.jpg,Paranchus albipes,Badister dilatatus,Ophonus rupicola,Cymindis axillaris,Cymindis vaporariorum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1036789/d012s0134.jpg,Carabus granulatus,Chlaenius nigricornis,Carabus granulatus,Laemostenus complanatus,Carabus granulatus
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5755027/d154s0209.jpg,Agonum nigrum,Agonum versutum,Agonum gracile,Cymindis axillaris,Agonum versutum
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/5872129/d076s0318.jpg,Bembidion decorum,Harpalus laevipes,Synuchus vivalis,Agonum versutum,Bembidion monticola
/fs/ess/PAS2136/Rayeed/Carabids-100K-V2/BritishCarabids/British Carabids/database/1035551/d049s0232.jpg,Elaphrus riparius,Elaphrus lapponicus,Elaphrus riparius,Elaphrus uliginosus,Elaphrus riparius
